workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(msec),CPUs,duration(s)
sort826,4026280,54751551,48545021,4759677909,14884143783,393.036,75.73%,508486515,3.42%,75.66%,928840559,24.527,75.48%,2418251336247749,430.986,75.66%,561097249201459,14816545.938,50.17%,2501192328758780,66047.430,50.64%,78652256487,0.00,63.56%,96344071808,2544.098,75.96%,86693,0.002,37847.905551,999.426,7449,0.197,0,0.000,148,0.004,474983,0.013,475294,0.013,37869.639222,2.932,12.913977180
sort827,4211712,54751551,48545021,4494193509,14820388379,376.849,75.55%,502850028,3.39%,75.40%,962608178,24.477,75.44%,1298959665996656,467.984,75.84%,277565262315467,7057862.299,50.70%,4159136880203359,105757.526,50.76%,76999550446,0.00,63.35%,100276831280,2549.815,75.50%,87259,0.002,39305.881158,999.460,6907,0.176,0,0.000,148,0.004,479833,0.012,480153,0.012,39327.100835,3.138,12.532119525
sort828,3972856,54751551,48545021,4269493327,14945957331,392.376,75.67%,507258337,3.39%,75.90%,933164028,24.498,75.75%,2421544335460667,244191767.955,75.55%,991656826,26.034,50.10%,2783329613494376,73070.665,50.57%,78540586045,0.00,63.33%,96950449166,2545.237,75.54%,87847,0.002,38069.051842,999.426,7412,0.195,0,0.000,148,0.004,500715,0.013,500975,0.013,38090.930273,3.020,12.613826092
sort829,4111900,54751551,48545021,4328455167,14665486651,384.152,74.81%,500852491,3.42%,75.14%,935209410,24.497,75.06%,2416940146569928,884.989,75.70%,273104058583501,7153764.560,51.53%,2470937641891663,64724.436,51.26%,76384276085,0.00,63.26%,97441832799,2552.419,75.05%,88632,0.002,38154.347823,999.426,7244,0.190,0,0.000,148,0.004,531413,0.014,531707,0.014,38176.271567,3.100,12.314727572
sort830,3876448,54751551,48545021,4428519369,14757378892,366.863,75.40%,501427602,3.40%,75.75%,984761435,24.481,75.87%,2056437409719514,244.213,75.28%,842065589920703,20933423.799,50.14%,2490961864593729,61924.345,50.85%,77191294857,0.00,63.54%,102348247738,2544.338,75.54%,87113,0.002,40203.775973,999.450,7758,0.193,0,0.000,147,0.004,420317,0.010,420632,0.010,40225.889372,3.129,12.855100069
sort831,4132440,54751551,48545021,4701358385,14430634665,376.920,75.14%,488626786,3.39%,74.88%,937166834,24.478,75.01%,1672985298136626,182685936.419,75.71%,915771258,23.919,51.37%,3817446172819266,99709.525,51.61%,75025231089,0.00,64.09%,97529602813,2547.418,75.91%,85268,0.002,38263.872631,999.431,7554,0.197,0,0.000,149,0.004,458454,0.012,458725,0.012,38285.671919,3.065,12.493277052
sort832,4144400,54751551,48545021,4601733393,14703888825,385.315,75.61%,503376171,3.42%,75.79%,934454593,24.487,76.11%,2413232518623198,859.470,75.81%,280781592777262,7357868.615,50.12%,2806803489159363,73552.155,50.14%,77137704055,0.00,62.95%,96587923346,2531.082,74.96%,86926,0.002,38139.524051,999.444,7081,0.186,0,0.000,148,0.004,512459,0.013,512743,0.013,38160.723911,3.084,12.373125564
sort833,4121956,54751551,48545021,4357743568,14625541410,387.430,75.85%,493125784,3.37%,75.74%,923257286,24.457,75.73%,1855980718689036,192136861.830,75.83%,965968061,25.588,50.00%,3620876840969849,95916.797,50.53%,77540817306,0.00,63.08%,95800813008,2537.757,75.41%,87730,0.002,37728.454988,999.424,7304,0.193,0,0.000,148,0.004,528071,0.014,528347,0.014,37750.185230,2.997,12.597774592
sort834,4051412,54751551,48545021,4703704487,14465549931,386.009,75.27%,490285673,3.39%,75.49%,917532635,24.484,75.48%,1116233440415582,403.361,75.65%,276732949988848,7384531.357,50.86%,4707251369766914,125611.516,50.83%,76289080221,0.00,63.35%,95344254582,2544.231,75.26%,87409,0.002,37453.230668,999.428,7481,0.200,0,0.000,148,0.004,508234,0.014,508517,0.014,37474.680060,3.040,12.325294905
sort835,4156580,54751551,48545021,4685909922,14306794582,385.327,75.56%,490424518,3.43%,75.32%,908375034,24.465,75.18%,2599448599851175,286320593.048,75.80%,907880419,24.452,50.89%,2749901815264281,74063.554,51.18%,74666810899,0.00,63.77%,94631597798,2548.728,75.79%,86623,0.002,37107.272225,999.416,7606,0.205,0,0.000,148,0.004,491610,0.013,491894,0.013,37128.947395,2.921,12.709389623
sort836,4131892,54751551,48545021,4053911715,14565861752,401.175,75.28%,494025448,3.39%,75.57%,888858113,24.481,75.90%,2593268381330139,931.798,75.98%,278307900296197,7665191.578,50.57%,2508917545232153,69100.926,50.49%,77001306226,0.00,63.28%,92350418591,2543.527,75.14%,86492,0.002,36286.519448,999.408,7561,0.208,0,0.000,148,0.004,505844,0.014,506129,0.014,36308.016239,2.985,12.162972410
sort837,3902076,54751551,48545021,4384158776,14965705598,389.996,75.21%,512159898,3.42%,75.19%,937545961,24.432,75.24%,1675126294126852,609.032,75.61%,275047532367170,7167548.430,51.17%,3853712956315870,100425.094,51.13%,78434319029,0.00,63.43%,97722005493,2546.568,75.29%,86972,0.002,38351.802650,999.421,8117,0.212,0,0.000,148,0.004,427340,0.011,427640,0.011,38374.004033,3.046,12.597523892
sort838,4187064,54751551,48545021,4581659443,14318809608,398.121,75.89%,489385531,3.42%,75.18%,881395833,24.506,74.77%,3364838910829397,1214.679,75.29%,277014616679716,7702121.652,50.81%,1361001833342772,37841.331,51.71%,74767050738,0.00,64.15%,91552678070,2545.533,75.85%,85675,0.002,35944.794137,999.410,7446,0.207,0,0.000,148,0.004,462702,0.013,463001,0.013,35966.014196,2.941,12.228204974
sort839,4247208,54751551,48545021,4673484104,14908030942,398.414,75.26%,512387389,3.44%,74.61%,911653291,24.364,74.92%,3357234117010438,1235.171,75.46%,271803294190548,7263879.747,51.78%,1352423158090798,36143.194,52.03%,78407389086,0.00,64.43%,95300276186,2546.878,76.24%,86156,0.002,37397.057270,999.428,7803,0.209,0,0.000,148,0.004,499719,0.013,500033,0.013,37418.473827,2.990,12.516576994
sort840,4142504,54751551,48545021,4323827000,14822222292,387.295,76.00%,500151645,3.37%,76.10%,937675996,24.501,75.39%,2059787449454647,200453957.452,75.16%,1027561379,26.850,50.13%,3615595974442787,94473.206,50.60%,77764639527,0.00,63.36%,97382639920,2544.546,75.57%,87764,0.002,38249.670807,999.439,6695,0.175,0,0.000,148,0.004,483761,0.013,484043,0.013,38271.125997,3.041,12.585545715
sort841,4129584,54751551,48545021,4856533840,14668692290,382.516,75.92%,499080132,3.40%,76.24%,941366158,24.548,75.90%,1491664643857362,131.672,75.48%,1132864846811103,29541741.437,49.69%,3106095987635280,80997.733,49.84%,78044436104,0.00,62.94%,97631899013,2545.949,75.20%,88356,0.002,38325.735653,999.421,7487,0.195,0,0.000,148,0.004,506741,0.013,507063,0.013,38347.937247,3.044,12.599031257
sort842,4234112,54751551,48545021,4466107126,14757601308,395.811,75.54%,502181675,3.40%,75.46%,914738053,24.534,74.75%,2625329842581183,274919180.364,75.05%,954946046,25.612,51.21%,2458055056897279,65927.049,51.53%,76733495797,0.00,64.18%,94757278227,2541.468,75.97%,88335,0.002,37263.279849,999.432,7664,0.206,0,0.000,149,0.004,504770,0.014,505034,0.014,37284.469765,3.086,12.081575785
sort843,4127568,54751551,48545021,4637672950,15010644776,411.130,75.52%,508230144,3.39%,75.70%,895318769,24.522,75.76%,2411134671611743,242429303.358,75.88%,994572289,27.241,50.45%,3068639424597545,84047.660,50.45%,79627712368,0.00,63.03%,92708273455,2539.208,75.13%,87309,0.002,36489.537698,999.420,7154,0.196,0,0.000,149,0.004,502440,0.014,502708,0.014,36510.706082,3.038,12.017218903
sort844,3920076,54751551,48545021,4261266418,14790088669,388.188,75.83%,495416592,3.35%,75.38%,929081701,24.385,75.37%,1681811367681914,178738104.512,75.31%,940936110,24.696,50.49%,3844838519134704,100913.655,51.25%,77443140310,0.00,63.83%,97271530806,2553.040,75.82%,87249,0.002,38078.669059,999.433,7533,0.198,0,0.000,148,0.004,423194,0.011,423537,0.011,38100.280084,3.132,12.163977019
sort845,3949844,54751551,48545021,4642474751,14537838207,383.104,75.62%,491765024,3.38%,75.34%,927897014,24.452,75.40%,2042145917610973,732.536,75.81%,278777674264312,7346413.238,50.48%,3047536667706864,80309.386,50.80%,76611026684,0.00,63.23%,96671225987,2547.502,75.31%,89112,0.002,37924.701752,999.400,7973,0.210,0,0.000,148,0.004,512880,0.014,513202,0.014,37947.453436,2.927,12.964385796
sort846,4003132,54751551,48545021,4188658185,14722114662,386.627,75.89%,504520936,3.43%,75.67%,933949762,24.527,75.41%,2620339154592649,468.249,75.19%,559604135998928,14696140.407,50.30%,1929527382224338,50672.616,51.06%,77475596304,0.00,63.81%,96865507469,2543.850,75.95%,87484,0.002,38056.540822,999.428,7546,0.198,0,0.000,147,0.004,501488,0.013,501795,0.013,38078.306311,3.073,12.392207953
sort847,4087208,54751551,48545021,4474614992,14767553205,380.785,75.59%,503425027,3.41%,75.30%,949480438,24.483,75.19%,1866910667947851,673.815,75.39%,277065789643436,7144212.375,50.80%,3292631593110685,84901.349,51.29%,77173356619,0.00,63.93%,98699257418,2544.986,75.95%,88097,0.002,38760.066935,999.438,7616,0.196,0,0.000,149,0.004,524538,0.014,524815,0.014,38781.852370,3.082,12.584103677
sort848,4240012,54751551,48545021,4554125382,14189914275,384.571,75.46%,489731561,3.45%,75.47%,903469363,24.486,75.57%,1858284579953646,192735295.970,75.74%,964164125,26.131,50.46%,3314820997468483,89837.388,50.95%,75167779812,0.00,63.53%,93618694492,2537.229,75.63%,88487,0.002,36876.515007,999.417,7111,0.193,0,0.000,149,0.004,505408,0.014,505708,0.014,36898.011703,2.999,12.304415588
sort849,4159096,54751551,48545021,4531417368,15001684393,388.421,75.76%,501623754,3.34%,75.99%,943931551,24.440,75.69%,2986443605078845,1067.957,75.40%,279640831135511,7240411.175,50.33%,1951417503042510,50525.758,50.49%,79402628960,0.00,63.08%,98335845967,2546.094,75.37%,87127,0.002,38600.271459,999.431,7171,0.186,0,0.000,148,0.004,521114,0.013,521398,0.013,38622.230752,3.182,12.139145014
sort850,4214196,54751551,48545021,4341440288,14452737973,393.027,75.80%,488554844,3.38%,75.71%,898601162,24.437,75.88%,744427604361347,132.351,75.62%,562464150431983,15295636.749,50.04%,4441382000791343,120778.837,50.70%,76161710615,0.00,63.63%,93268490796,2536.341,75.87%,86895,0.002,36751.625130,999.423,7188,0.195,0,0.000,148,0.004,466921,0.013,467245,0.013,36772.849647,3.071,11.972736825
sort851,4233032,54751551,48545021,4577772078,14600029823,385.588,74.99%,491582710,3.37%,75.22%,924511398,24.416,75.43%,2235854932393438,815.641,75.53%,274122393533798,7239590.422,51.34%,2749580440173375,72616.600,51.19%,75238385472,0.00,63.93%,96282968338,2542.840,75.73%,87561,0.002,37843.264982,999.443,7633,0.202,0,0.000,148,0.004,487517,0.013,487822,0.013,37864.351097,3.128,12.103458886
sort852,4188304,54751551,48545021,4512959023,14676770379,398.539,75.78%,498741040,3.40%,75.09%,900879651,24.463,75.24%,2614762349742982,235.830,75.35%,1108746932002398,30107354.764,50.77%,1628241082674595,44213.905,51.86%,77044033806,0.00,64.62%,93643412835,2542.830,76.37%,86397,0.002,36805.347994,999.427,6385,0.173,0,0.000,148,0.004,498959,0.014,499267,0.014,36826.447912,3.140,11.728383304
sort853,4183288,54751551,48545021,4370063563,14444392214,386.645,75.12%,487918789,3.38%,75.05%,913091002,24.441,75.44%,1491529468305423,159137479.600,75.49%,937258446,25.088,51.08%,4358644468905963,116671.539,51.66%,75172254817,0.00,63.87%,94986199236,2542.576,75.79%,87002,0.002,37337.335922,999.440,7712,0.206,0,0.000,148,0.004,497922,0.013,498187,0.013,37358.249625,3.014,12.396241682
sort854,4096332,54751551,48545021,4795090891,14694613207,386.272,74.90%,500470461,3.41%,74.89%,929537652,24.434,75.29%,1858203875728336,200296583.814,75.74%,927726195,24.387,51.51%,3837371927624701,100871.616,51.35%,77463474864,0.00,63.69%,96858029374,2546.072,75.40%,87373,0.002,38020.563784,999.433,7357,0.193,0,0.000,148,0.004,510613,0.013,510887,0.013,38042.137776,3.063,12.418729962
sort855,4209724,54751551,48545021,4527840419,14558164820,381.240,75.63%,499028858,3.43%,75.73%,933751180,24.453,75.58%,2799736704656887,1005.909,75.40%,278328960843473,7288711.297,50.57%,1932008157966279,50594.267,50.99%,76885016743,0.00,63.83%,97101386387,2542.833,76.00%,85465,0.002,38164.052101,999.417,7448,0.195,0,0.000,149,0.004,488918,0.013,489227,0.013,38186.306126,3.071,12.434574610
sort856,4090400,54751551,48545021,4895948956,14677040500,378.509,76.20%,496014123,3.38%,75.68%,951042553,24.527,75.06%,2063713407551779,734.479,75.02%,280976601235150,7246151.444,50.09%,3301289267227538,85137.488,51.16%,77031914667,0.00,63.92%,98856052805,2549.415,76.16%,87360,0.002,38753.750403,999.427,7957,0.205,0,0.000,148,0.004,493083,0.013,493393,0.013,38775.976934,3.036,12.771081614
sort857,4202340,54751551,48545021,4353565448,14528641875,374.986,75.65%,485666017,3.34%,75.73%,948947198,24.492,75.78%,1117852733624874,199.395,75.54%,560623474411489,14469771.768,50.21%,4456532504459314,115023.739,50.53%,75843445056,0.00,63.56%,98255431866,2535.987,75.52%,86761,0.002,38723.353145,999.455,7287,0.188,0,0.000,148,0.004,505825,0.013,506122,0.013,38744.458682,3.140,12.337413838
sort858,4085152,54751551,48545021,4501066028,14829012488,372.641,75.20%,503876310,3.40%,75.07%,973850630,24.472,74.93%,2812092041682076,515.596,75.07%,545406061576691,13705606.603,51.61%,1628551378043355,40924.159,51.85%,77706681876,0.00,64.07%,101574123410,2552.474,75.70%,87480,0.002,39772.491395,999.450,8013,0.201,0,0.000,149,0.004,510318,0.013,510629,0.013,39794.375936,3.170,12.554838208
sort859,4154248,54751551,48545021,4445953453,14557527227,384.483,75.43%,499087089,3.43%,75.32%,927264392,24.490,75.61%,2230415760525230,402.634,75.72%,553955706952891,14630691.681,50.81%,2769121352786335,73136.101,50.83%,77175115581,0.00,63.51%,96250736342,2542.107,75.56%,86643,0.002,37840.376840,999.414,8119,0.214,0,0.000,148,0.004,489107,0.013,489404,0.013,37862.578136,3.022,12.527621106
sort860,3878616,54751551,48545021,4414336688,14556992363,370.038,75.83%,497078351,3.41%,75.23%,965829476,24.551,74.89%,2439857955329584,437.854,74.99%,557231117125393,14164770.137,50.51%,2452982311578448,62354.613,51.64%,75653996219,0.00,64.32%,100180646270,2546.584,76.38%,87495,0.002,39317.003934,999.435,7623,0.194,0,0.000,148,0.004,426477,0.011,426790,0.011,39339.227657,3.209,12.259955096
sort861,4073044,54751551,48545021,4227337909,14676834463,395.039,75.26%,498155246,3.39%,75.35%,908278238,24.447,75.43%,2766313570540543,298489373.285,76.31%,926771208,24.945,50.94%,2234707291511444,60148.928,50.38%,76672122246,0.00,62.94%,94509445141,2543.797,75.17%,86277,0.002,37131.974384,999.437,7276,0.196,0,0.000,149,0.004,504518,0.014,504820,0.014,37152.902951,3.113,11.934637793
sort862,4251236,54751551,48545021,4374973806,14679114984,388.516,75.07%,496163334,3.38%,74.57%,924724898,24.475,74.88%,2604940146161988,960.039,75.64%,271337009839222,7181551.167,51.87%,1897421155369617,50219.567,51.92%,76498830114,0.00,64.15%,96287467003,2548.467,75.94%,84710,0.002,37761.470228,999.443,7781,0.206,0,0.000,148,0.004,469928,0.012,470230,0.012,37782.507364,3.072,12.299252013
sort863,3994584,54751551,48545021,4155092518,14688473188,381.100,75.32%,492237899,3.35%,75.74%,944700235,24.511,75.78%,1300960770130160,135623290.568,75.73%,959245838,24.888,50.32%,4771529033564332,123799.702,50.14%,77000747485,0.00,62.84%,97985320837,2542.278,75.04%,87396,0.002,38521.071243,999.448,7415,0.192,0,0.000,148,0.004,436879,0.011,437164,0.011,38542.330620,3.260,11.824402482
sort864,3985964,54751551,48545021,4383163092,14613657273,364.209,75.56%,499288449,3.42%,74.73%,981933807,24.472,74.62%,2440635439089686,446.146,74.96%,547049040016305,13633842.267,51.45%,2155201511871463,53713.059,52.24%,76143365604,0.00,64.61%,102179872733,2546.580,76.39%,87111,0.002,40102.803657,999.463,7487,0.187,0,0.000,148,0.004,513145,0.013,513440,0.013,40124.348610,3.177,12.631237193
sort865,3927740,54751551,48545021,4066168697,14866760390,374.899,75.17%,503440509,3.39%,75.45%,968485902,24.423,75.75%,2232354863877527,232927437.750,75.65%,958390684,24.168,50.74%,3048214130018788,76867.632,50.79%,77940962867,0.00,63.16%,101028056946,2547.652,75.22%,86574,0.002,39634.490173,999.474,6701,0.169,0,0.000,148,0.004,421310,0.011,421629,0.011,39655.366612,3.224,12.301401469
sort866,3980984,54751551,48545021,4337756995,14894959508,366.692,75.75%,493070702,3.31%,75.85%,996190484,24.525,76.21%,556713777583624,98.262,75.84%,566558147095649,13947846.702,49.68%,5348327478504236,131668.130,50.00%,77826532271,0.00,62.86%,103349641774,2544.320,75.24%,88824,0.002,40598.248887,999.470,6748,0.166,0,0.000,149,0.004,452221,0.011,452579,0.011,40619.757244,3.354,12.111792610
sort867,4201512,54751551,48545021,4756909857,14499490238,400.653,75.74%,498647281,3.44%,75.47%,884919892,24.452,75.47%,1869275264616447,669.773,75.29%,279091065872493,7711911.489,50.43%,3570459753166402,98659.803,51.24%,76415568906,0.00,64.10%,91736806715,2534.894,76.05%,88006,0.002,36167.945234,999.401,7059,0.195,0,0.000,148,0.004,501902,0.014,502199,0.014,36189.609577,2.991,12.099544464
sort868,4128180,54751551,48545021,4814385637,14689653976,393.541,74.59%,499993784,3.40%,75.09%,913051778,24.461,75.76%,1107547500366346,403.067,76.24%,274779922565229,7361456.896,51.22%,4749978101253782,127253.690,50.37%,77553918725,0.00,62.81%,95030275969,2545.897,74.88%,86044,0.002,37305.935897,999.440,7479,0.200,0,0.000,148,0.004,505321,0.014,505609,0.014,37326.839844,3.098,12.050483036
sort869,4116144,54751551,48545021,4723486629,14870306833,393.774,74.89%,502619588,3.38%,74.82%,922433412,24.427,75.18%,2238924578654017,227518560.635,75.43%,984062387,26.059,51.64%,3004974490943744,79573.463,51.52%,77707575735,0.00,63.54%,96146783804,2546.022,75.27%,88457,0.002,37741.420361,999.415,7196,0.191,0,0.000,149,0.004,516021,0.014,516329,0.014,37763.525442,3.074,12.284592445
sort870,4152048,54751551,48545021,4143644123,14608129132,390.729,75.36%,492539383,3.37%,75.47%,913582399,24.436,75.70%,1865496225736853,192319430.899,75.44%,969998828,25.945,50.51%,3856827485589923,103160.000,51.09%,75877508588,0.00,63.61%,95339676738,2550.086,75.61%,86349,0.002,37365.758405,999.436,6980,0.187,0,0.000,148,0.004,496210,0.013,496489,0.013,37386.850482,3.032,12.329107275
sort871,4125428,54751551,48545021,4017550921,14507402612,383.697,75.44%,488512593,3.37%,75.52%,926190724,24.496,75.96%,2213619781613224,232601692.727,76.29%,951678277,25.170,49.99%,3368421582850848,89089.300,50.14%,76664476568,0.00,62.92%,96203092034,2544.416,75.31%,86702,0.002,37788.133628,999.435,8134,0.215,0,0.000,148,0.004,509251,0.013,509523,0.013,37809.496598,3.084,12.261747505
sort872,4078828,54751551,48545021,4143169155,14504283190,387.723,75.44%,490379819,3.38%,74.99%,914595940,24.449,75.16%,3163449899461150,1149.309,75.63%,275247932170768,7357828.878,51.13%,1644919751658492,43971.404,51.34%,75220504541,0.00,63.86%,95119971423,2542.713,75.91%,86866,0.002,37387.695714,999.434,7444,0.199,0,0.000,147,0.004,515427,0.014,515741,0.014,37408.852085,3.034,12.331464885
sort873,4180428,54751551,48545021,4533379852,14933778955,379.750,75.32%,497524006,3.33%,75.14%,962579265,24.477,75.13%,3371397576453898,338611300.731,75.14%,995654182,25.318,51.07%,2180863187044099,55457.010,51.63%,77522959043,0.00,64.02%,100273669417,2549.852,75.85%,88650,0.002,39303.340656,999.442,7608,0.193,0,0.000,148,0.004,501837,0.013,502128,0.013,39325.293606,3.166,12.421740572
sort874,4119612,54751551,48545021,4736146996,14757456503,389.575,75.14%,497978865,3.37%,75.58%,928572320,24.513,75.97%,2034593825721352,729.096,76.09%,279057028015127,7366696.859,50.43%,2793600283688176,73746.956,50.38%,77717834287,0.00,63.04%,96329194171,2542.950,75.14%,87715,0.002,37858.760207,999.416,7418,0.196,0,0.000,148,0.004,485960,0.013,486267,0.013,37880.889271,3.010,12.586069004
sort875,4101644,54751551,48545021,4183351642,14479940484,399.358,75.21%,489766854,3.38%,75.13%,885588472,24.425,75.41%,2034875948276957,368.640,76.08%,551995619673446,15224103.823,50.99%,3052214832092194,84180.442,50.72%,76143480134,0.00,63.08%,92250710550,2544.285,75.36%,85862,0.002,36236.745345,999.414,7673,0.212,0,0.000,148,0.004,496257,0.014,496561,0.014,36258.004155,2.930,12.376397240
sort876,4239268,54751551,48545021,4300675415,14555792841,403.761,75.39%,499920045,3.43%,75.11%,878715779,24.375,75.35%,1675923260297479,152.352,75.58%,1100034634062218,30513733.429,51.18%,2739475458557213,75989.993,51.38%,76756222673,0.00,63.88%,91798729641,2546.394,75.90%,86971,0.002,36029.114229,999.407,7276,0.202,0,0.000,148,0.004,499239,0.014,499515,0.014,36050.476636,2.936,12.278343393
sort877,4147484,54751551,48545021,4849425832,14479775821,377.458,75.00%,494594028,3.42%,75.71%,938433586,24.463,75.96%,1657064389525864,594.316,76.44%,278818565534837,7268235.502,50.48%,3957527106322342,103164.719,49.79%,76878256999,0.00,62.18%,97563815952,2543.291,74.71%,87433,0.002,38339.347932,999.429,6742,0.176,0,0.000,148,0.004,494513,0.013,494824,0.013,38361.245374,3.072,12.487841392
sort878,4068220,54751551,48545021,4463197452,14958009889,378.458,75.72%,503250637,3.36%,75.60%,968561848,24.506,75.11%,2056678811557143,185.554,75.27%,1108399298529608,28043980.970,50.79%,1930854561762989,48853.196,51.02%,78381539162,0.00,63.74%,100406018646,2540.406,75.73%,88442,0.002,39502.477583,999.465,6845,0.173,0,0.000,147,0.004,513899,0.013,514230,0.013,39523.607569,3.285,12.032363566
sort879,3957420,54751551,48545021,4431574080,15015533362,374.842,75.84%,499743906,3.33%,75.63%,981878315,24.511,75.45%,1488217118359237,266.020,75.65%,559438338643958,13965601.341,50.31%,3616069085196126,90270.144,50.60%,78429782410,0.00,63.45%,101701120045,2538.827,75.74%,87675,0.002,40037.737954,999.487,6519,0.163,0,0.000,148,0.004,433915,0.011,434244,0.011,40058.306476,3.346,11.972236286
sort880,4087692,54751551,48545021,4612773374,14624971634,381.625,75.67%,498324511,3.41%,75.02%,937622022,24.466,75.16%,1856162582310818,197124729.743,75.82%,941618327,24.571,50.60%,3849556017943085,100450.664,51.18%,76500533719,0.00,63.67%,97582082563,2546.316,75.66%,87270,0.002,38300.122986,999.407,8220,0.214,0,0.000,148,0.004,543555,0.014,543858,0.014,38322.853037,3.013,12.718851849
sort881,4106024,54751551,48545021,4255661095,14936586204,403.722,75.35%,505386386,3.38%,75.79%,905564549,24.477,76.19%,1107411558450103,112416624.001,76.25%,985095904,26.626,50.13%,4807514566586574,129942.581,49.77%,79865499786,0.00,62.91%,93816453994,2535.770,75.17%,87653,0.002,36976.178690,999.431,7096,0.192,0,0.000,149,0.004,522731,0.014,523063,0.014,36997.222300,3.058,12.100044754
sort882,4175868,54751551,48545021,3958511161,14574823412,366.907,76.08%,491906097,3.38%,75.46%,973354429,24.503,75.17%,1686900810883703,200.838,75.09%,839932527029604,21144465.240,50.27%,3266474366815986,82230.241,51.70%,76477488288,0.00,64.23%,101245898590,2548.765,76.25%,85606,0.002,39702.413542,999.469,6369,0.160,0,0.000,147,0.004,493511,0.012,493818,0.012,39723.517124,3.281,12.108867869
sort883,4102664,54751551,48545021,4680644538,14527417936,385.643,75.16%,491658961,3.38%,75.46%,922222523,24.481,75.48%,2234547703056153,246181377.640,75.58%,907683483,24.095,51.16%,3025472314923804,80313.836,51.17%,75869467033,0.00,63.54%,95814463130,2543.480,75.20%,87545,0.002,37648.792978,999.420,7319,0.194,0,0.000,148,0.004,516661,0.014,516948,0.014,37670.624132,3.029,12.435435568
sort884,4101844,54751551,48545021,4433158765,14613482663,405.786,75.51%,496377494,3.40%,76.32%,881116529,24.467,76.14%,1114148347494470,132.290,75.79%,842200866189953,23386140.756,50.13%,4224018381423832,117292.076,49.98%,78170466780,0.00,62.25%,91457312878,2539.577,74.80%,88278,0.002,35991.365445,999.404,7476,0.208,0,0.000,147,0.004,501065,0.014,501345,0.014,36012.819515,2.898,12.425763050
sort885,4130076,54751551,48545021,4471359442,14662177997,386.930,75.15%,491806425,3.35%,75.64%,925758615,24.430,76.26%,2770873085390683,288201633.337,76.19%,961435594,25.372,50.34%,2238613797360469,59076.266,50.30%,76407842931,0.00,63.09%,96450048755,2545.284,75.18%,87906,0.002,37871.952438,999.428,7512,0.198,0,0.000,150,0.004,499818,0.013,500089,0.013,37893.623521,3.096,12.239037547
sort886,4182000,54751551,48545021,4001960183,14777998974,391.272,75.55%,496682496,3.36%,75.80%,922384608,24.422,75.70%,2607907425577693,469.319,75.55%,555678754602294,14712510.031,50.65%,2221132267428597,58808.134,50.69%,77383180768,0.00,62.94%,96285258284,2549.311,75.21%,86440,0.002,37748.285518,999.448,7197,0.191,0,0.000,148,0.004,495684,0.013,495983,0.013,37769.133439,3.148,11.997335340
sort887,4178148,54751551,48545021,4064482704,14698113160,388.452,75.62%,498610755,3.39%,76.06%,925575270,24.462,75.86%,1488831482634993,160007753.402,75.62%,930474587,24.591,50.18%,4461568110355532,117913.435,50.47%,77950641575,0.00,63.17%,96160184422,2541.388,75.34%,86707,0.002,37815.721207,999.420,7736,0.204,0,0.000,148,0.004,499794,0.013,500121,0.013,37837.656963,3.010,12.571964815
sort888,4202024,54751551,48545021,4558884866,14851535258,390.624,75.65%,504493570,3.40%,75.45%,930198789,24.466,75.32%,2239456205108349,401.749,75.41%,557427205619549,14661391.392,50.50%,2200447072455596,57875.926,51.17%,78107848864,0.00,63.95%,96664377933,2542.456,75.71%,86644,0.002,37999.296537,999.453,7039,0.185,0,0.000,149,0.004,505212,0.013,505479,0.013,38020.075361,3.028,12.558133292
sort889,4214768,54751551,48545021,4543741947,14409660983,395.546,75.54%,490460259,3.40%,75.19%,890530295,24.445,75.24%,3197105120498386,348874684.688,74.83%,916405019,25.155,50.82%,2428683006068291,66667.548,52.15%,74977037919,0.00,64.16%,92823001167,2547.999,75.94%,86416,0.002,36407.593302,999.391,7628,0.209,0,0.000,149,0.004,485732,0.013,486044,0.013,36429.763402,2.985,12.202251359
sort890,4224400,54751551,48545021,4391035577,14309596133,400.946,75.88%,489317662,3.42%,75.56%,872594254,24.450,74.97%,2616247325508477,948.336,75.31%,275877617345299,7729918.939,51.01%,2472058965933122,69265.552,51.24%,75005201876,0.00,63.81%,90756325374,2542.936,75.80%,84837,0.002,35668.694075,999.415,7000,0.196,0,0.000,148,0.004,458456,0.013,458781,0.013,35689.587372,2.958,12.063903884
sort891,4103204,54751551,48545021,4246136237,14570151815,410.405,74.73%,489025056,3.36%,75.45%,867815172,24.444,75.77%,2216847513812635,236343337.855,76.18%,937977577,26.420,51.02%,3062014186613065,86249.249,50.56%,76985273856,0.00,62.84%,90489930247,2548.874,74.93%,85839,0.002,35481.545071,999.426,6589,0.186,0,0.000,147,0.004,477846,0.013,478163,0.013,35501.922733,2.998,11.840727835
