workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(M/sec),CPUs,duration(s)
svm199,6745276,48580835268,0,23848292737,22601285945,251.136,75.15%,692547051,3.06%,75.24%,2215125542,24.614,75.43%,2233166019096792,265.419,75.63%,841375107016885,9348994.757,50.18%,2246826891808796,24965.765,50.11%,172410370485,0.00,62.59%,230097523753,2556.744,74.99%,140412,0.002,89955.701074,999.549,18642,0.207,0,0.000,148,0.002,2364579,0.026,2364895,0.026,89996.318206,3.200,28.122855477
svm200,4752072,48802362818,0,24399941446,28583484294,192.205,75.01%,770817224,2.70%,75.09%,3669674017,24.676,75.14%,747494807345690,27436848.368,75.31%,2724419355,18.320,50.34%,5327299490597094,35822.619,50.20%,199841247226,0.00,62.62%,381675892276,2566.522,75.07%,181743,0.001,148662.593616,999.659,21399,0.144,0,0.000,148,0.001,1354701,0.009,1355073,0.009,148713.289666,4.690,31.707770882
svm201,5437028,48580835268,0,24001093521,22427956167,277.322,75.07%,697088671,3.11%,75.11%,1988274829,24.585,75.25%,2424978352869659,435.043,75.45%,557410561700761,6892377.293,50.50%,2505899862085377,30985.432,50.55%,169749058346,0.00,63.00%,206889250806,2558.184,75.06%,139581,0.002,80835.474210,999.530,15855,0.196,0,0.000,148,0.002,1217159,0.015,1217477,0.015,80873.483556,3.737,21.638469986
svm202,5592224,48580835268,0,23531614413,22091520227,293.163,75.27%,691798995,3.13%,75.29%,1853589266,24.598,75.41%,2611335614428583,109900243.657,75.45%,2376096292,31.532,50.11%,2232183979259619,29621.976,50.44%,170271441009,0.00,63.04%,192449305236,2553.879,75.30%,138378,0.002,75318.014582,999.500,17036,0.226,0,0.000,148,0.002,1161570,0.015,1161919,0.015,75355.675108,3.712,20.301865484
svm203,4722660,48580835268,0,23111715208,36331701476,136.742,74.97%,894035265,2.46%,75.13%,6574070813,24.743,75.22%,1685618311758192,199.908,75.14%,843198779193788,3173557.801,50.07%,2812174706525845,10584.217,50.06%,229080929747,0.00,62.56%,684066001957,2574.628,75.01%,200539,0.755,265636.386923,999.779,18554,0.070,0,0.000,148,0.001,1590999,0.006,1591433,0.006,265695.106936,6.726,39.501612111
svm204,5589172,48580835268,0,23516042260,22902591883,292.097,75.59%,700661163,3.06%,75.30%,1928812132,24.600,75.14%,1867504358891693,78095402.564,75.36%,2391311521,30.499,50.20%,3629083951101309,46284.986,50.42%,172772581010,0.00,62.94%,200449463634,2556.513,75.22%,138444,0.002,78370.084834,999.524,16845,0.215,0,0.000,148,0.002,1239961,0.016,1240281,0.016,78407.367665,3.883,20.191025558
svm205,5564736,48580835268,0,23913308046,21830282599,292.547,75.14%,691040870,3.17%,75.14%,1831759046,24.547,75.22%,2613653702336082,470.356,75.39%,555675312475635,7446588.170,50.65%,2221705963633597,29773.015,50.68%,167577675364,0.00,63.15%,190660499447,2555.036,75.30%,136695,0.002,74584.550567,999.505,15852,0.212,0,0.000,148,0.002,1544222,0.021,1544586,0.021,74621.464196,3.694,20.200546360
svm206,7450992,48580835268,0,23827851801,23793034128,250.902,75.62%,697577273,2.93%,75.33%,2333900241,24.611,75.20%,1872034762565247,221.662,75.18%,844544042629694,8905860.317,49.99%,3073736975060555,32413.078,50.37%,176645865574,0.00,62.97%,242926931134,2561.706,75.43%,143205,0.002,94789.887820,999.575,18647,0.197,0,0.000,148,0.002,3986770,0.042,3987096,0.042,94830.146951,3.108,30.508739016
svm207,6241588,48580835268,0,23481730739,23868800430,238.849,75.11%,716747880,3.00%,75.13%,2461868569,24.635,75.20%,1869787071117692,334.912,75.27%,558292402646383,5586684.908,50.42%,3066926795594753,30689.928,50.48%,177655940108,0.00,63.04%,255886589536,2560.590,75.25%,144052,0.001,99891.964424,999.593,19097,0.191,0,0.000,148,0.001,2921740,0.029,2922065,0.029,99932.681339,3.351,29.818346860
svm208,4983612,48580835268,0,23544687326,23362911993,277.487,75.25%,703954549,3.01%,75.39%,2071229633,24.600,75.36%,1305282013984198,54401089.214,75.48%,2399367426,28.498,50.26%,4205593350392013,49950.798,50.20%,174390633337,0.00,62.56%,215220529559,2556.224,75.01%,137693,0.002,84157.880177,999.562,14888,0.177,0,0.000,147,0.002,885562,0.011,885855,0.011,84194.717219,4.178,20.154044573
svm209,7587520,48580835268,0,24090390040,22965982807,260.499,75.03%,695129887,3.03%,74.83%,2170965497,24.625,74.75%,2053567735835302,743.075,75.39%,276360765511082,3134711.835,50.93%,2774128687638467,31466.457,50.74%,172665569691,0.00,63.18%,225668232971,2559.715,75.34%,139041,0.002,88121.730177,999.549,17316,0.196,0,0.000,148,0.002,2313944,0.026,2314255,0.026,88161.457908,3.345,26.356105443
svm210,4724056,48917169424,0,24478855566,24432779012,224.196,75.07%,707469379,2.90%,75.18%,2683349824,24.622,75.52%,1494201945743171,59571211.014,75.35%,2508261827,23.016,50.08%,4204786206852769,38583.232,50.21%,185494035033,0.00,62.67%,279286223443,2562.738,75.15%,154371,0.001,108936.586797,999.605,17328,0.159,0,0.000,148,0.001,831304,0.008,831642,0.008,108979.625286,4.308,25.295091337
svm211,6102404,48580835268,0,23886957928,22112617985,279.171,75.38%,687166984,3.11%,75.35%,1944896779,24.554,75.06%,2066129495065660,87617545.647,74.93%,2358122999,29.771,50.40%,3601576615202131,45469.762,50.80%,168643035538,0.00,63.17%,202130809229,2551.893,75.42%,137980,0.002,79169.412956,999.511,17189,0.217,0,0.000,148,0.002,2142442,0.027,2142780,0.027,79208.169236,3.381,23.427491134
svm212,5595720,48580835268,0,23462897619,22708226394,264.117,75.26%,697995845,3.07%,75.04%,2114794287,24.597,75.32%,2052674368686626,86372378.111,75.42%,2376540294,27.641,50.24%,3350329488531754,38967.276,50.41%,171746703698,0.00,62.94%,220011645716,2558.929,75.28%,139546,0.002,85939.112812,999.547,17156,0.200,0,0.000,148,0.002,1446022,0.017,1446337,0.017,85978.026544,3.740,22.988038106
svm213,7344884,48580835268,0,23953393424,24061682839,257.570,75.24%,701645230,2.92%,74.96%,2299801602,24.618,74.97%,2806831908547473,116769529.291,75.21%,2403736596,25.731,50.54%,2213808125462734,23697.875,50.86%,178064475191,0.00,63.21%,239339421705,2562.027,75.34%,141442,0.002,93379.136279,999.584,17036,0.182,0,0.000,148,0.002,3142144,0.034,3142481,0.034,93418.002108,3.160,29.560903322
svm214,6175156,48580835268,0,24411748938,22969948431,296.368,75.33%,694353934,3.02%,74.99%,1904232549,24.569,75.04%,1870542851494410,77952655.854,75.24%,2399588354,30.961,50.48%,3875943327537358,50009.105,50.84%,172266544839,0.00,63.36%,197800789648,2552.112,75.51%,135954,0.002,77467.250260,999.516,16684,0.215,0,0.000,148,0.002,2129635,0.027,2129933,0.027,77504.752361,3.549,21.838109892
svm215,6076180,48580835268,0,23670403994,24156132440,248.931,75.28%,717383128,2.97%,75.36%,2391691358,24.647,75.32%,2055195317298527,365.372,75.33%,562494169951051,5796546.088,50.04%,3363869689949234,34664.938,50.21%,178989461102,0.00,62.91%,248235065849,2558.082,75.26%,143809,0.001,96999.300654,999.585,18770,0.193,0,0.000,148,0.002,3170780,0.033,3171084,0.033,97039.540687,3.415,28.415819923
svm216,7530612,48580835268,0,23840310046,23240137794,256.245,75.25%,707687304,3.05%,75.25%,2233668487,24.628,74.92%,2440142059852991,175.216,74.98%,1392646898924636,15355257.687,50.53%,1663251591197851,18338.932,50.78%,174825905187,0.00,63.26%,232148590108,2559.659,75.47%,142914,0.002,90655.192208,999.560,17935,0.198,0,0.000,147,0.002,3456669,0.038,3457003,0.038,90695.117418,3.071,29.536005473
svm217,6488640,48580835268,0,24720209142,22883369249,267.848,75.67%,701860825,3.07%,75.37%,2104767416,24.636,74.94%,2438742277811909,173.600,75.02%,1404808309430961,16443185.559,50.09%,1950703413430125,22832.851,50.51%,172605320007,0.00,63.41%,218102775261,2552.878,75.63%,140990,0.002,85393.780442,999.528,18306,0.214,0,0.000,148,0.002,2689622,0.031,2689922,0.031,85434.072639,3.249,26.296598383
svm218,5479632,48580835268,0,24255378716,22812600248,252.923,75.37%,699782811,3.07%,75.13%,2217552621,24.586,74.99%,2436156166455987,103223086.171,75.10%,2360088481,26.166,50.43%,2769117010770411,30701.108,50.83%,171128296274,0.00,63.34%,230382086788,2554.239,75.48%,140853,0.002,90156.289727,999.560,15956,0.177,0,0.000,148,0.002,1672203,0.019,1672520,0.019,90195.995794,3.709,24.315489931
svm219,5742284,48580835268,0,23580129908,23148277059,235.640,75.49%,696082968,3.01%,75.51%,2421233661,24.647,75.30%,2245439764388583,94320220.632,75.21%,2380655759,24.234,49.90%,3087236515922680,31426.758,50.15%,173052567656,0.00,62.69%,251496096532,2560.124,75.17%,147435,0.002,98195.698684,999.591,17835,0.182,0,0.000,148,0.002,2299958,0.023,2300294,0.023,98235.921994,3.464,28.363170230
svm220,7555792,48580835268,0,23734219133,22624686721,259.163,75.27%,697310257,3.08%,75.28%,2148572466,24.612,75.19%,2429922802197728,433.980,75.29%,559915314065638,6413762.423,50.27%,2800282332311300,32076.897,50.26%,172031545334,0.00,62.86%,223249624063,2557.298,75.20%,141006,0.002,87260.181992,999.555,18072,0.207,0,0.000,148,0.002,2250665,0.026,2250962,0.026,87299.041838,3.004,29.056438263
svm221,5823484,48580835268,0,24274588072,22377944893,279.976,75.21%,691985220,3.09%,75.10%,1963366692,24.564,75.25%,2051497069303668,87623380.946,75.46%,2341266734,29.292,50.45%,3623560528878921,45335.212,50.49%,170488201274,0.00,62.92%,204108881318,2553.654,75.30%,137861,0.002,79890.121215,999.524,17237,0.216,0,0.000,148,0.002,2348804,0.029,2349144,0.029,79928.169781,3.394,23.548150350
svm222,7698748,48580835268,0,24238641524,23050618038,251.381,75.37%,693654538,3.01%,75.57%,2258065119,24.626,75.50%,559849237417237,198.715,75.42%,281734161383684,3072476.417,49.95%,5073493024052836,55329.420,49.93%,174628922899,0.00,62.53%,234255906311,2554.698,75.04%,141773,0.002,91655.325822,999.555,18835,0.205,0,0.000,148,0.002,4083256,0.045,4083544,0.045,91696.118418,2.871,31.943161959
svm223,5594652,48580835268,0,23581127497,22648013698,275.795,75.25%,694944710,3.07%,75.40%,2019967603,24.598,75.39%,1120492909771074,398.730,75.36%,281015578640737,3422049.540,50.08%,4765890777639170,58036.335,50.20%,171863595012,0.00,62.85%,209795569720,2554.772,75.22%,139880,0.002,82081.506034,999.542,15825,0.193,0,0.000,148,0.002,1217984,0.015,1218303,0.015,82119.085467,3.727,22.031254247
svm224,7275600,48580835268,0,23730194780,23417683207,259.300,75.10%,706041641,3.01%,75.38%,2223566238,24.621,75.24%,1496598778140120,536.315,75.23%,279052314680272,3089898.998,50.43%,3916542544137578,43367.212,50.31%,175960581444,0.00,63.01%,230961000389,2557.392,75.15%,140718,0.002,90272.323753,999.570,17749,0.197,0,0.000,148,0.002,2969655,0.033,2969960,0.033,90311.144441,3.263,27.674333011
svm225,4797408,54996456787,0,55731865566,50909018483,125.633,75.05%,973086578,1.91%,75.06%,10043721879,24.786,75.05%,3187923395732927,1133.460,75.05%,281255970857407,694080.907,50.04%,1685845752679788,4160.315,50.12%,448551179127,0.00,62.65%,1043915584209,2576.165,75.10%,253511,0.626,405150.295886,999.826,30646,0.076,0,0.000,148,0.000,2983595,0.007,2984260,0.007,405220.728552,5.536,73.199477186
svm226,5756784,48580835268,0,24059021574,23125907619,234.454,75.71%,700511012,3.03%,75.13%,2427388039,24.609,74.94%,1126645032319983,47149090.298,74.95%,2389537158,24.225,50.12%,4986934054214364,50558.261,50.80%,172923994789,0.00,63.47%,252644519392,2561.347,75.79%,142945,0.001,98596.690910,999.588,17735,0.180,0,0.000,148,0.002,1926286,0.020,1926617,0.020,98637.372833,3.442,28.653691589
svm227,5790832,48580835268,0,23976737513,23367336214,303.749,75.02%,719231650,3.08%,74.90%,1891250556,24.584,74.95%,2622197089168269,475.055,75.14%,551977127728306,7175081.569,50.99%,2205492168837721,28668.917,51.05%,175598469816,0.00,63.43%,196691837152,2556.773,75.45%,137428,0.002,76892.147329,999.511,15605,0.203,0,0.000,148,0.002,1451385,0.019,1451681,0.019,76929.735559,3.660,21.016871782
svm228,6749188,48580835268,0,24403163237,23367751195,292.247,75.31%,703778954,3.01%,75.16%,1962176590,24.540,75.25%,1865657708829245,76822202.391,75.44%,2428539733,30.372,50.39%,3626064962581536,45349.061,50.46%,176122585946,0.00,62.80%,204398057957,2556.286,75.18%,137759,0.002,79921.025413,999.525,16687,0.209,0,0.000,147,0.002,2321750,0.029,2322061,0.029,79958.986111,3.568,22.411447332
svm229,5284608,48580835268,0,23707969904,23695129724,249.337,75.14%,710330337,3.00%,75.08%,2338161791,24.604,75.29%,1864926088405581,668.027,75.47%,279169173877431,2937616.479,50.41%,3637426351356109,38275.586,50.30%,174662955490,0.00,62.85%,243266330012,2559.821,75.14%,145428,0.002,94992.989539,999.584,16974,0.179,0,0.000,148,0.002,1533362,0.016,1533691,0.016,95032.546253,3.685,25.790059702
svm230,6313288,48580835268,0,24457986176,23354202640,260.155,75.11%,705103323,3.02%,75.27%,2209227852,24.610,75.20%,3367754366975752,138793590.252,75.22%,2426448052,27.030,50.33%,1395998403527451,15550.771,50.41%,175734412521,0.00,62.82%,229940122330,2561.426,75.11%,141499,0.002,89730.817787,999.559,18409,0.205,0,0.000,150,0.002,2938674,0.033,2938994,0.033,89770.363916,3.349,26.803377037
svm231,6799684,48580835268,0,24601846901,23314539426,274.326,75.10%,714608190,3.07%,75.14%,2090725401,24.600,75.27%,1681116238674186,69518843.500,75.35%,2418216636,28.453,50.38%,3898823558442219,45874.676,50.54%,175375255416,0.00,63.08%,217054061914,2553.920,75.31%,139677,0.002,84949.040095,999.535,17772,0.209,0,0.000,149,0.002,2931719,0.034,2932042,0.034,84988.579193,3.219,26.403931425
svm232,6924092,48580835268,0,24417451662,23137220266,251.963,75.55%,694379814,3.00%,75.23%,2260184838,24.613,74.91%,561619563736435,200.740,75.18%,279775118276570,3046731.405,50.30%,5576584110265674,60728.610,50.48%,174902590513,0.00,63.06%,234816253091,2557.133,75.31%,141848,0.002,91788.308998,999.568,17845,0.194,0,0.000,150,0.002,3666269,0.040,3666577,0.040,91827.956289,3.107,29.553822340
svm233,6895528,48580835268,0,24254585159,23826319461,266.571,75.12%,710193972,2.98%,75.07%,2197534694,24.586,75.21%,1309327173608988,469.629,75.24%,278800288788511,3119237.851,50.48%,4162096161826492,46565.834,50.72%,176332766406,0.00,63.30%,228565237163,2557.204,75.50%,139790,0.002,89341.258588,999.556,17749,0.199,0,0.000,147,0.002,2681188,0.030,2681478,0.030,89380.900751,3.383,26.424256429
svm234,6257360,48580835268,0,24191488132,28380632077,328.174,75.23%,709880343,2.50%,75.20%,2127125455,24.597,74.90%,2443995650968182,440.181,74.86%,555225545696999,6420253.426,50.70%,2207317458730309,25523.929,51.01%,189696004033,0.00,63.35%,221177879562,2557.552,75.54%,140398,0.002,86441.817135,999.555,17276,0.200,0,0.000,148,0.002,2333464,0.027,2333777,0.027,86480.316090,3.358,25.750611891
svm235,6218364,48580835268,0,24369240866,22792191880,258.254,75.21%,692888592,3.04%,75.23%,2174235611,24.636,75.26%,1497094669714522,533.864,75.21%,280426031268422,3177448.298,50.19%,4179031994728148,47351.731,50.52%,171530220242,0.00,63.15%,225693361486,2557.284,75.34%,143225,0.002,88215.970168,999.557,17830,0.202,0,0.000,148,0.002,2194454,0.025,2194796,0.025,88255.104398,3.362,26.254513009
svm236,7947672,48580835268,0,24407811361,23752266727,250.899,75.64%,707952488,2.98%,75.65%,2332981030,24.644,75.54%,1681140266530841,592.023,75.34%,283965298881988,2999572.947,49.56%,3945410154544139,41676.027,49.94%,176887171556,0.00,62.89%,241860434479,2554.812,75.35%,140815,0.001,94627.873873,999.570,19574,0.207,0,0.000,148,0.002,3866659,0.041,3866970,0.041,94668.575795,3.064,30.892824739
svm237,6153848,48580835268,0,24356034857,22818230902,291.922,74.79%,693800929,3.04%,75.04%,1922334806,24.593,75.25%,3733261153850077,1345.041,75.40%,277557475049995,3550894.980,50.71%,1114093477320160,14253.008,50.54%,171802488228,0.00,63.01%,199597230605,2553.521,75.20%,138398,0.002,78127.692798,999.516,16087,0.206,0,0.000,147,0.002,1557943,0.020,1558255,0.020,78165.498158,3.685,21.213960415
svm238,6555948,48580835268,0,23692759241,23246786101,267.545,75.12%,703654156,3.03%,75.12%,2134457820,24.565,75.35%,1677941128465691,69399499.746,75.49%,2417800034,27.826,50.41%,3904712457177131,44939.001,50.46%,175204667278,0.00,62.95%,222332325544,2558.804,75.27%,141404,0.002,86849.046991,999.538,18008,0.207,0,0.000,148,0.002,3103087,0.036,3103398,0.036,86889.169684,3.239,26.826617205
svm239,5857852,48580835268,0,24200121776,22897243673,256.660,75.29%,704309250,3.08%,75.38%,2195877986,24.614,75.38%,1306087652077529,464.248,75.43%,281334030820280,3153537.773,50.03%,3926660588336298,44014.840,50.18%,173208125805,0.00,62.80%,228121307758,2557.064,75.27%,139673,0.002,89172.824574,999.559,16628,0.186,0,0.000,148,0.002,1909418,0.021,1909729,0.021,89212.196283,3.612,24.696551134
svm240,6570912,48580835268,0,23846601244,22190311704,256.577,75.28%,688322338,3.10%,75.25%,2126034689,24.582,75.11%,3555052996979055,150417371.094,75.22%,2363459068,27.328,50.44%,1390792576670430,16081.111,50.60%,169451163957,0.00,62.91%,221489860485,2560.988,75.14%,140518,0.002,86446.748140,999.545,17643,0.204,0,0.000,148,0.002,1723394,0.020,1723696,0.020,86486.101314,3.399,25.444814206
svm241,5333188,48580835268,0,23666248090,22231996071,266.014,75.31%,696496422,3.13%,75.08%,2055346649,24.593,75.17%,2615636812284885,110935785.991,75.33%,2357793555,28.212,50.37%,2500543458433116,29919.937,50.66%,169748891158,0.00,63.26%,213654833870,2556.460,75.35%,141965,0.002,83535.466600,999.533,16603,0.199,0,0.000,148,0.002,1452515,0.017,1452852,0.017,83574.488651,3.693,22.627545562
svm242,4772728,59421043611,0,85143253039,44933127381,185.289,75.09%,870132969,1.94%,74.99%,5991181187,24.706,75.09%,2436977114817683,867.751,75.08%,280838274509128,1158081.349,50.11%,2517742547132575,10382.312,50.32%,586387532271,0.00,62.77%,623034277371,2569.181,75.16%,204393,0.843,242442.430536,999.750,30627,0.126,0,0.000,149,0.001,3196988,0.013,3197459,0.013,242503.063110,3.990,60.778909115
svm243,4762388,60229712569,0,81930064376,65409769678,116.121,75.04%,1027055411,1.57%,75.01%,13965234509,24.792,75.02%,2437989603782001,33730661.608,75.05%,7227814361,12.831,50.07%,3091791529909158,5488.790,50.09%,658497790176,0.00,62.63%,1451805877116,2577.359,75.10%,284107,0.504,563212.195427,999.858,33336,0.059,0,0.000,148,0.000,4864401,0.009,4865065,0.009,563292.041063,7.127,79.034861346
svm244,5307212,48580835268,0,24180175956,24571487463,222.213,75.22%,716326884,2.92%,75.13%,2726824898,24.660,75.23%,2247940497830655,266.800,75.13%,842555834539714,7619676.675,50.11%,2230437847699846,20171.026,50.48%,175955591848,0.00,63.07%,283286083579,2561.905,75.43%,150508,0.001,110533.295879,999.611,18707,0.169,0,0.000,149,0.001,2026952,0.018,2027317,0.018,110576.323707,3.943,28.045787410
svm245,7384484,48580835268,0,24376002686,23608276973,248.502,75.27%,702018113,2.97%,75.44%,2339818681,24.629,75.46%,2428850440609667,432.063,75.33%,562151307012696,5917228.055,50.07%,2525352584060350,26581.966,50.16%,176411055353,0.00,62.68%,243169318645,2559.610,75.14%,140671,0.001,94961.859038,999.572,18531,0.195,0,0.000,148,0.002,3564807,0.038,3565115,0.038,95002.474437,3.217,29.533439392
svm246,6795644,48580835268,0,23697603563,21864097614,282.446,75.71%,692327652,3.17%,75.48%,1903905799,24.595,75.57%,1869911463627291,329.061,75.26%,568257378451024,7340896.886,49.53%,3078784305315638,39772.538,50.29%,168794119912,0.00,63.11%,197538121214,2551.849,75.58%,136692,0.002,77370.647201,999.494,17114,0.221,0,0.000,148,0.002,1601661,0.021,1601974,0.021,77409.802544,3.448,22.450016022
svm247,6976256,48580835268,0,24367126439,22914194217,273.236,75.40%,704030458,3.07%,75.46%,2062354896,24.592,75.47%,1868019572198607,661.887,75.34%,282226153635064,3365355.588,49.87%,3639127506119968,43394.129,50.28%,173004195001,0.00,62.91%,214511553339,2557.905,75.40%,140093,0.002,83822.629000,999.528,17573,0.210,0,0.000,148,0.002,2716677,0.032,2717034,0.032,83862.208996,3.206,26.158104726
svm248,7630344,48580835268,0,23738213857,22848687442,260.731,74.92%,686429338,3.00%,75.22%,2154707708,24.588,75.63%,1674567390300117,70558587.111,75.64%,2373300627,27.082,50.23%,4216841083126365,48119.196,50.06%,173670542000,0.00,62.45%,224148450575,2557.802,74.98%,141919,0.002,87593.460015,999.546,17930,0.205,0,0.000,147,0.002,3083124,0.035,3083460,0.035,87633.240694,3.117,28.117468409
